tag,category,count,genre,ja,memo
akechi_gorou,4,654,,明智吾郎,主明
laura_bodewig,4,654,,ラウラ・ボーデヴィッヒ,
halo_(series),3,654,series,Halo,
filia_(skullgirls),4,654,skullgirls,フィリア,filia
swastika,0,654,,ハーケンクロイツ,"卐,卍,鉤十字,かぎ十字,カギ十字,卍字"
x_(mega_man),4,654,mega_man,エックス,"エックス,x,mega_man_x"
tashkent_(azur_lane),4,653,azur_lane,タシュケント,"タシュケント,塔什干"
sen_no_kiseki_iii,3,653,,閃の軌跡III,"閃の軌跡3,軌跡シリーズ"
march_7th_(hunt)_(honkai:_star_rail),4,653,honkai:_star_rail,三月なのか,
chitose_(kancolle),4,653,kancolle,千歳,"千歳,千歳(艦これ),乳歳"
ryugasaki_rene,4,653,,龍ヶ崎リネ,Rart
xilonen_(genshin_impact),4,653,genshin_impact,シロネン,"Xilonen,希诺宁"
aoba_moca,4,653,,青葉モカ,"蘭モカ,モカ蘭,モカちゃ"
fairy_leviathan_(mega_man),4,653,mega_man,レヴィアタン,妖将レヴィアタン
len_(tsukihime),4,652,tsukihime,黒レン,レン
owari_(azur_lane),4,652,azur_lane,尾張,尾張
eldridge_(azur_lane),4,652,azur_lane,エルドリッジ,"埃尔德里奇(碧蓝航线),エルドリッジ"
kamui_gakupo,4,652,,神威がくぽ,"がくぽ,がくっぽいど"
xenoblade_chronicles_3:_future_redeemed,3,652,,新たなる未来,
closet,0,652,,クローゼット,
zenra,0,652,,ぜんら,
minegumo_(kancolle),4,652,kancolle,峯雲,"峯雲(艦これ),峯雲,胸雲"
geeta_(pokemon),4,652,pokemon,オモダカ,"オモダカ,オモダカ(ポケモン),オモチリ"
fuecoco,4,652,,ホゲータ,
exoskeleton,0,652,,エクゾスケルトン,"エクソスケルトン,強化外骨格"
hayasaka_mirei,4,652,,早坂美玲,
mimic,0,652,,ミミック,
bass_clef,0,651,,ヘ音記号,"低音谱号,F谱号"
ninomae_ina'nis_(casual),4,651,casual,一伊那尓栖,一伊那尓栖(私服)
okinami_(kancolle),4,651,kancolle,沖波,"沖波,沖波(艦隊これくしょん)"
anna_(frozen),4,651,frozen,アナ,"anna,アナ,エルアナ,アナエル"
broccoli,0,651,,ブロッコリ,"🥦,ブロッコリー,西兰花"
blob,0,651,,ブロッブ,
koleda_belobog,4,651,,クレタ・ベロボーグ,"珂蕾妲·贝洛伯格,KoledaBelobog"
mikazuki_(kancolle),4,651,kancolle,三日月,"三日月,三日月(艦これ)"
kakyuusei_(series),3,651,series,下級生,
arrancar,0,651,,破面,
yae_sakura_(gyakushinn_miko),4,651,gyakushinn_miko,逆神の巫女,逆神巫女
winning_ticket_(umamusume),4,651,umamusume,ウイニングチケット,"ウイニングチケット,ウィニングチケット,チケゾー"
ikaruga_(senran_kagura),4,650,senran_kagura,斑鳩,"斑鳩,Ikaruga"
ada_wong,4,650,,エイダ・ウォン,
metroid_(creature),4,650,creature,メトロイド,ベビーメトロイド
vash_the_stampede,4,650,,ヴァッシュ・ザ・スタンピード,
ikusaba_mukuro,4,649,,戦刃むくろ,
lulu_(league_of_legends),4,649,league_of_legends,ルル,"Lulu,룰루,露璐"
sand_cat_(kemono_friends),4,649,kemono_friends,スナネコ,"スナネコ,沙丘猫"
hawks_(boku_no_hero_academia),4,649,boku_no_hero_academia,ホークス,"hawks,鷹見啓悟"
otomachi_una,4,649,,音街ウナ,ウナート
choujikuu_yousai_macross,3,649,,超時空要塞マクロス,
tantou,0,648,,短刀,
sophie_neuenmuller,4,648,,ソフィー・ノイエンミュラー,
lavinia_whateley_(fate),4,648,fate,ラヴィニア・ウェイトリー,"ラヴィニア,アビラヴィ"
frame_arms_girl,3,648,,フレームアームズ・ガール,"フレームアームズガール,FA:G,FAガール,クロスフレーム,クロスフレーム・ガール"
warrior,0,648,,戦士,"女戦士,戦乙女,戦士"
nowi_(fire_emblem),4,647,fire_emblem,ノノ,ノノ
ishuzoku_reviewers,3,647,,異種族レビュアーズ,"isyuzoku,サキュ嬢"
shimada_chiyo,4,647,,島田千代,
starting_future_(umamusume),0,647,umamusume,スターティングフューチャー,"汎用勝負服,初期ウマ娘"
nejiri_hachimaki,0,647,,ねじりはちまき,
cutlass_(girls_und_panzer),4,647,girls_und_panzer,カトラス,"カトラス,サメさんチーム,カトマコ"
aesc_(fate),4,647,fate,トネリコ,"トネリコ,梣"
pitcher_(container),0,647,container,水差し,
azazel_(helltaker),4,647,helltaker,アザゼル,アザゼル
dungeon,0,647,,地下牢,
kaai_yuki,4,647,,歌愛ユキ,歌爱ユキ
beni-enma,4,647,,紅閻魔,紅閻魔
rumi_(blue_archive),4,646,blue_archive,朱城ルミ,
mejiro_bright_(umamusume),4,646,umamusume,メジロブライト,"メジロブライト,目白光明"
naganami_kai_ni_(kancolle),4,646,kancolle,長波改二,
uchuu_senkan_yamato_2199,3,646,,宇宙戦艦ヤマト2199,ヤマト2199
koumajou_densetsu,3,646,,紅魔城伝説緋色の交響曲,紅魔城伝説
rotary_phone,0,645,,回転ダイヤル式電話機,黒電話
travel_attendant,0,645,,アテンダント,"客室乗務員,キャビンアテンダント,スチュワーデス,乘务员"
mononoke_hime,3,644,,もののけ姫,mononoke
clueless,0,644,,無知シチュ,
translucent,0,644,,半透明,
miracle_mallet,0,644,,打ち出の小槌,うちでのこづち
captain_(honkai_impact),4,644,honkai_impact,キャプテン,"舰长,艦長(崩壊3rd)"
shigure_ui_(vtuber)_(1st_costume),4,643,1st_costume,しぐれうい,
psyduck,4,643,,コダック,
hisui_(tsukihime),4,643,tsukihime,翡翠ちゃん,翡翠
sukonbu_(shirakami_fubuki),4,643,shirakami_fubuki,すこん部,
yellow_(pokemon),4,643,pokemon,イエロー,"イエロー・デ・トキワグローブ,レンギョウ,レイエ"
mismagius,4,643,,ムウマージ,
wind_turbine,0,643,,風力タービン,"風力発電機,風力原動機"
nazi,0,643,,ナチス,"ナチ,Nazis,纳粹,第三帝国,NSDAP,Hitlerjugend,ヒトラーユーゲント"
minigun,0,642,,ミニガン,
egyptian_mythology,3,642,,エジプト神話,
iridescent,0,642,,玉虫色,镭射
anegasaki_nene,4,642,,姉ヶ崎寧々,
sakura_chiyo,4,642,,佐倉千代,
tales_of_graces,3,642,,テイルズ・オブ・グレイセス,"テイルズオブグレイセス,グレイセス,TOG"
vampy,4,642,,ヴァンピィ,"ヴァンピィ,斑比,ヴァンピィ(プリコネ)"
omori_(omori),4,642,omori,OMORI,
senko_(sewayaki_kitsune_no_senko-san),4,642,sewayaki_kitsune_no_senko-san,仙狐さん,
uchi_emiri,4,642,,うっちー,"内笑美莉,うちもこ"
lunamaria_hawke,4,642,,ルナマリア・ホーク,ルナマリア
kawakami_mai,4,642,,川神舞,
psylocke,4,641,,サイロック,
hinata_channel,3,641,,猫宮ひなた,"猫宫日向,HinataCat,ひなたチャンネル"
drag-on_dragoon_3,3,641,,ドラッグオンドラグーン3,"DOD3,ドラグーン3"
cthulhu_mythos,3,641,,クトゥルフ神話,"萌えクトゥルフ,克苏鲁神话,克蘇魯神話"
morishima_haruka,4,641,,森島はるか,
charlotte_(anime),3,641,anime,Charlotte,"Charlotte,シャーロット"
ikaruga_luca,4,640,,斑鳩ルカ,
shin_megami_tensei_v,3,640,,真・女神転生V,"真V,真5,ShinMegamiTenseiV"
vergil_(devil_may_cry),4,640,devil_may_cry,バージル,"バージル(DMC),バージル"
anti-aircraft_gun,0,640,,対空砲,高射砲
price_tag,0,640,,値札,
drum_magazine,0,640,,ドラム型弾倉,ドラムマガジン
nina_kosaka,4,640,,狐坂ニナ,"DrawKosaka,こさかにな,KosaLust,НинаКосака,НинаНаРусском,NinaKosaka,NinaKosakaFR,KosakaDraw,KosaPlay"
playground,0,640,,公園遊具,"遊具,游乐场"
poleyn,0,639,,ポレイン,
kadoc_zemlupus,4,639,,カドック・ゼムルプス,
whip_sword,0,639,,ガリアンソード,蛇腹剣
microwave,0,639,,電子レンジ,
arashi_chisato,4,639,,嵐千砂都,
copy_ability,0,639,,コピー能力,
nagi_(kannagi),4,639,kannagi,ナギ,ナギ様
see-through_one-piece_swimsuit,0,639,,透け水着,
tekken_7,3,638,,鉄拳7,
claw_foot_bathtub,0,638,,猫足バスタブ,
nihongami,0,638,,日本髪,
magician,0,638,,マジシャン,奇術師
wing_ears,0,638,,羽耳,
mizunashi_akari,4,638,,水無灯里,水无灯里
bolt_(hardware),0,638,hardware,ボルト,
lapras,4,637,,ラプラス,ラプラス
kiana_kaslana_(herrscher_of_the_void),4,637,herrscher_of_the_void,キアナ・カスラナ,"空之律者,律化娜,空の律者"
maruyama_aya,4,637,,丸山彩,丸山彩
makoto_(street_fighter),4,637,street_fighter,まこと,まこと
pawn_(chess),0,637,chess,ポーン,
nekomiya_hinata,4,637,,猫宮ひなた,"HinataCat,ルーブルひなた"
shiranui_flare_(1st_costume),4,637,1st_costume,不知火フレア,不知火フレア新ビジュアル
horseshoe,0,637,,蹄鉄,馬蹄
nishino_flower_(umamusume),4,636,umamusume,ニシノフラワー,ニシノフラワー
wolverine_(x-men),4,636,x-men,ウルヴァリン,"Wolverine,poolverine"
todoroki_hajime,4,636,,轟はじめ,はじめ武勇伝
model_kit,0,636,,プラモ,
yofukashi_no_uta,3,636,,よふかしのうた,Call_of_the_Night
ulrich_von_hutten_(azur_lane),4,636,azur_lane,ウルリッヒ・フォン・フッテン,"ウルリッヒ・フォン・フッテン,乌尔里希·冯·胡滕"
shamare_(arknights),4,636,arknights,シャマレ,"巫恋,Shamare,シャマレ"
female_commander_(girls'_frontline),4,635,girls'_frontline,女性指揮官,
ashley_graham,4,635,,アシュリー・グラハム,
cervical_penetration,0,635,,子宮姦,
sega,3,635,,セガ,世嘉
g41_(girls'_frontline),4,634,girls'_frontline,G41,"G41,G41(少女前線)"
fleur-de-lis,0,634,,フルール・ド・リス,⚜
kroos_(arknights),4,634,arknights,クルース,"克洛丝,クルース,kroos"
meer_campbell,4,634,,ミーア・キャンベル,
ligne_claire,0,633,,リーニュクレール,
comiket_100,3,633,,C100,
panties_over_pantyhose,0,633,,タイツの上にパンツ,
braces,0,633,,矯正萌え,
strong,0,632,,力持ち,"女子力(物理),怪力,軽々持ち上げる"
kotegawa_yui,4,632,,古手川唯,
hakase_fuyuki,4,632,,葉加瀬冬雪,"葉加瀬冬雪,はかせとワンドロ"
silent_hill_(series),3,632,series,サイレントヒル,
ibuki_(street_fighter),4,631,street_fighter,いぶき,"いぶき,息吹"
armin_arlert,4,631,,アルミン・アルレルト,"アルミン,アルエレ,エレアル,アルミカ,ミカアル,アルアニ,アニアル,アルクリ,アルヒス"
tanaka_kotoha,4,631,,田中琴葉,
milotic,4,631,,ミロカロス,
g'raha_tia,4,631,,グ・ラハ・ティア,古拉哈提亚
fish_tank,0,631,,水槽,
kamishiro_rui,4,631,,神代類,"神代類,類司,類彰,類冬,類寧々"
plumeria,0,631,,プルメリア,
echidna_(re:zero),4,630,re:zero,エキドナ,エキドナ
siren_(azur_lane),0,630,azur_lane,セイレーン,"セイレーン,セイレーン化,塞壬"
ein_(blue_archive),4,630,blue_archive,アイン,"アイン,アイン・ソフ・オウル(ブルーアーカイブ)"
sugiura_ayano,4,630,,杉浦綾乃,
battleship,0,630,,戦艦,"战列舰,戰艦"
tanikaze_(kancolle),4,629,kancolle,谷風,"谷風,谷風(艦これ)"
romani_archaman,4,629,,ロマニ・アーキマン,
jam,0,629,,ジャム,果酱
scale_armor,0,629,,スケイルアーマー,
erlenmeyer_flask,0,629,,三角フラスコ,
bee_girl,0,629,,蜂娘,
martial_arts,0,629,,武道,"武術,武芸"
quadruple_amputee,0,629,,四肢切断,"四肢欠損,達磨"
nijisanji_id,3,628,,にじさんじID,NIJISANJI_ID
carousel,0,628,,メリーゴーラウンド,"回転木馬,カルーセル,旋转木马"
pocari_sweat,0,628,,ポカリスエット,
mewtwo,4,628,,ミュウツー,
candace_(genshin_impact),4,628,genshin_impact,キャンディス,"坎蒂丝,坎蒂絲,キャンディス,Candace,Kandake"
jeanne_d'arc_(granblue_fantasy),4,628,granblue_fantasy,ジャンヌダルク,ジャンヌダルク(グラブル)
brynhildr_(fate),4,628,fate,ランサー,"ブリュンヒルデ,ブリュンヒルデ(fate),ブリュンヒルデ(Fate)"
decapitation,0,628,,斬首,斩首
hacka_doll_3,4,628,,ハッカドール3号,
star_ocean_anamnesis,3,628,,スターオーシャンアナムネシス,"SOA,スターオーシャン:アナムネシス,アナムネシス"
nanami_yachiyo,4,627,,七海やちよ,"やちいろ,いろやち"
licking_testicle,0,627,,玉舐め,
baron_bunny_(genshin_impact),4,627,genshin_impact,ウサギ伯爵,兔兔伯爵
sora_no_otoshimono,3,627,,そらのおとしもの,そらおと
jirachi,4,626,,ジラーチ,
control_rod_(touhou),0,626,touhou,制御棒,
dorsal_fin,0,626,,せびれ,背鰭
adult_neptune,4,626,,大人ネプ,
grisaia_(series),3,626,series,グリザイアシリーズ,
policeman,0,626,,警官,
circular_saw,0,626,,丸鋸,
sekaiju_no_meikyuu_5,3,625,,世界樹の迷宮5,
chandelure,4,625,,シャンデラ,
zero(z)_(mega_man),4,625,mega_man,ゼロ,
tengu_mask,0,625,,天狗の面,天狗面
nu_carnival,3,625,,NUカーニバル,"Nucarnival,NUcarnival,新世界狂歡,NU:カーニバル,ニューカニ,nu:carnival,NeonCarnival"
hoshikawa_sara_(1st_costume),4,625,1st_costume,星川サラ,
toyota,0,625,,トヨタ,TOYOTA
compound_eyes,0,624,,複眼,
touhoku_zunko,4,624,,東北ずん子,
prison_cell,0,624,,独居房,
sui-feng,4,624,,砕蜂,"碎蜂,soifon"
victorian,0,624,,ビクトリア朝,"维多利亚风,英伦风"
yuki_judai,4,624,,遊城十代,十代
heavenly_boat_maanna,0,624,,天舟マアンナ,
sakata_gintoki,4,623,,坂田銀時,銀時
dusk_ball,0,623,,ダークボール,ダークボール
neco-arc,4,623,,ネコアルク,
pokemon_usum,3,623,,ポケモンUSM,ポケモンUSUM
hoshino_ichika_(project_sekai),4,623,project_sekai,星乃一歌,
fear_&_hunger_2:_termina,3,623,,フィアー&ハンガー2：テルミナ,fearandhungertermina
ditto,4,623,,メタモン,
shimakaze_(azur_lane),4,622,azur_lane,島風,"島風,芒"
front-to-back,0,622,,前から後ろへ,
fusuma,0,621,,ふすま,襖
martha_(swimsuit_ruler)_(fate),4,621,fate,マルタ,
hanasato_minori,4,621,,花里みのり,
naganohara_mio,4,621,,長野原みお,
zero_gravity,0,621,,無重力,"微小重力,無重量状態"
juxtaposition,0,621,,スマホ差分,
white_tiger,0,621,,白虎,
hasegawa_kobato,4,620,,羽瀬川小鳩,
bacon,0,620,,ベーコン,培根
arthur_pendragon_(fate),4,620,fate,アーサー・ペンドラゴン,アーサー・ペンドラゴン
pokemon_legends:_z-a,3,620,,LEGENDSZ-A,
black_hanekawa,4,620,,ブラック羽川,
tsumami_kanzashi,0,620,,つまみかんざし,
gensou_suikoden,3,619,,幻想水滸伝,幻水
furudo_erika,4,619,,古戸ヱリカ,
calligraphy,0,619,,カリグラフィー,"书法,書道"
celica_(fire_emblem),4,619,fire_emblem,セリカ,"セリカ,セリカ(FE外伝)"
roxie_(pokemon),4,619,pokemon,ホミカ,
uni_(neptunia),4,619,neptunia,ユニ,ユニ
mia_(fire_emblem),4,619,fire_emblem,ワユ,
ai_ai_gasa,0,618,,相合い傘,"相々傘,相相傘,相合伞"
clive_rosfield,4,618,,クライヴ・ロズフィールド,
tactile_paving,0,618,,点字ブロック,
litten,4,617,,ニャビー,
netnavi,0,617,,ネットナビ,
aquarion_(series),3,617,series,アクエリオン,
86_-eightysix-,3,617,,エイティシックス,"86,86-エイティシックス-,86アニメ,anime_86,เอทตี้ซิกซ์,86不存在的战区"
kousaka_kyousuke,4,617,,高坂京介,
houjou_tokiyuki_(nige_jouzu_no_wakagimi),4,617,nige_jouzu_no_wakagimi,北条時行,
ao_isami,4,617,,イサミ・アオ,スミイサ
matsubara_kanon,4,617,,松原花音,
germany,0,616,,ドイツ連邦共和国,"Deutschland,Bundesrepublik-Deutschland,ドイツ,独逸,德国,آلمان,Germany,Германия"
mahou_shoujo_ikusei_keikaku,3,616,,まほいく,"魔法少女育成計画,魔法少女育成计划"
bonsai,0,616,,ぼんさい,盆栽
"don't_say_""lazy""",0,616,,Don't_say_“lazy”,
piccolo,4,616,,ピッコロ,"ピッコロ,ピッコロさん,マジュニア,神コロ様,ピッコロ(潜在能力解放),アルティメットピッコロ"
mashiro_(blue_archive),4,616,blue_archive,マシロ,"静山マシロ,마시로,시즈야마마시로,マシロ"
gyaruo,0,615,,ギャル男,チャラ男
giratina,4,615,,ギラティナ,
mirai_nikki,3,615,,みらいにっき,未来日記
sakawa_(kancolle),4,615,kancolle,酒匂,"酒匂,酒匂(艦隊これくしょん)"
lisbeth_(sao),4,615,sao,リズベット,篠崎里香
elephant,0,615,,ゾウ,"象,코끼리"
pamiat_merkuria_(azur_lane),4,615,azur_lane,パーミャチ・メルクーリヤ,"パーミャチ・メルクーリヤ,水星纪念,クーちゃん"
white_rabbit_(alice_in_wonderland),4,615,alice_in_wonderland,時計ウサギ,ホワイト・ラビット
quetzalcoatl_(fate),4,614,fate,ケツァル・コアトル,"ケツァル・コアトル,魁札尔·科亚特尔"
kiana_kaslana_(white_comet),4,614,white_comet,キアナ・カスラナ,
jasmine_(pokemon),4,614,pokemon,ミカン,ミカン
galo_thymos,4,614,,ガロ・ティモス,ガロクレ
okusawa_misaki,4,614,,奥沢美咲,"奥沢美咲,mskk,奥泽美咲"
turn_a_gundam,3,614,,∀ガンダム,ターンエーガンダム
adaman_(pokemon),4,614,pokemon,セキ,"セキカイ(ポケモン),セキ"
denpa_onna_to_seishun_otoko,3,614,,電波女と青春男,
scouter,0,614,,スカウター,
xenovia_quarta,4,614,,ゼノヴィア,ゼノヴィア・クァルタ
typhon_(arknights),4,613,arknights,ティフォン,"提丰,ティフォン"
walker_(robot),0,613,robot,ウォーカー(ロボット),
kar98k_(girls'_frontline),4,613,girls'_frontline,Kar98K,"Kar98K,Kar98k,Kar98k(少女前線)"
irako_(kancolle),4,613,kancolle,伊良湖,"伊良湖,伊良湖(艦これ)"
pillory,0,613,,首かせ,"首枷,晒し台,さらし台,頸手枷,颈手枷"
washing_hair,0,613,,洗髪,
oven,0,613,,オーブン,
ashley_(warioware),4,613,warioware,アシュリー,アシュリー
sakata_nemuno,4,612,,坂田ネムノ,"ネムノ,坂田合欢乃,合欢乃,사카타네무노,네무노"
bear_panties,0,612,,くまさんパンツ,
tenchi_muyou!,3,612,,天地無用!,天地無用
yorita_yoshino,4,612,,依田芳乃,
animare,3,611,,あにまーれ,有閑喫茶あにまーれ
courtney_(pokemon),4,611,pokemon,カガリ,"カガリ(トレーナー),カガリ(ポケスペ)"
accel_world,3,611,,アクセル・ワールド,
clefairy,4,611,,ピッピ,ピッピ
kakegurui,3,611,,賭ケグルイ,"狂赌之渊,赌ケグルイ"
smegma,0,611,,チンカス,"恥垢,チンカス掃除,髪コキチンカス掃除"
kittysuit,0,611,,猫耳バニー,
